"player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game","school"
"Noah Pershing","Division 3","Men","Division 3 Men","Claremont Braineaters",1,1,0,0,0,6,0.166666667,0.166666667,0,0,0,"Claremont"
"Noah Kaller","Division 1","Men","Division 1 Men","Washington University Contra",0,0,0,0,0,5,0,0,0,0,0,"Washington University"
"Noah Bush","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Nicole Luparello","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",0,0,0,0,0,5,0,0,0,0,0,"SUNY Binghamton"
"Nicole Carvalho","Division 3","Women","Division 3 Women","Davenport Panthers",6,2,1,3,0,5,1.2,0.4,0.2,0.6,0,"Davenport"
"Nicole Achen","Division 1","Women","Division 1 Women","Western Washington Chaos",0,0,0,0,0,5,0,0,0,0,0,"Western Washington"
"Nick Canavan","Division 3","Men","Division 3 Men","Franciscan Fatal",3,2,0,1,0,6,0.5,0.333333333,0,0.166666667,0,"Franciscan"
"Nicholas Alfonso","Division 1","Men","Division 1 Men","Michigan Magnum",3,1,1,1,0,5,0.6,0.2,0.2,0.2,0,"Michigan"
"Nghia Warren","Division 1","Women","Division 1 Women","Oregon Fugue",0,0,0,0,0,6,0,0,0,0,0,"Oregon"
"Nathaniel Scott-Avery","Division 3","Men","Division 3 Men","Franciscan Fatal",0,0,0,0,0,6,0,0,0,0,0,"Franciscan"
"Nathan Winiarski","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Richmond"
"Nathan Parker","Division 1","Men","Division 1 Men","Carleton CUT",3,0,2,1,0,5,0.6,0,0.4,0.2,0,"Carleton"
"Nathan Kallin","Division 1","Men","Division 1 Men","Carleton CUT",1,0,0,1,0,5,0.2,0,0,0.2,0,"Carleton"
"Nate Ackerman","Division 1","Men","Division 1 Men","Washington University Contra",0,0,0,0,0,5,0,0,0,0,0,"Washington University"
"Miranda Baltaxe","Division 1","Women","Division 1 Women","Michigan Flywheel",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Min Lim","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Miles Frank","Division 3","Men","Division 3 Men","Rochester Piggies",0,0,0,0,0,6,0,0,0,0,0,"Rochester"
"Micah Delattre","Division 1","Men","Division 1 Men","Penn State Spank",0,0,0,0,0,5,0,0,0,0,0,"Penn State"
"Mia Andreeva","Division 1","Women","Division 1 Women","Washington Element",1,0,1,0,0,5,0.2,0,0.2,0,0,"Washington"
"Megan Buchsbaum","Division 1","Women","Division 1 Women","North Carolina Pleiades",0,0,0,0,0,7,0,0,0,0,0,"North Carolina"
"Meagan Gillis","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",4,4,0,0,0,6,0.666666667,0.666666667,0,0,0,"British Columbia"
"Maximilian Dewberry","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,0,0,0,0,5,0,0,0,0,0,"Minnesota"
"Max Van Sickle","Division 1","Men","Division 1 Men","Colorado Mambird",0,0,0,0,0,7,0,0,0,0,0,"Colorado"
"Max Posner","Division 1","Men","Division 1 Men","Carleton CUT",3,0,3,0,0,5,0.6,0,0.6,0,0,"Carleton"
"Max Karnik","Division 1","Men","Division 1 Men","Michigan Magnum",1,1,0,0,0,5,0.2,0.2,0,0,0,"Michigan"
"Max Cowie","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0,"Pittsburgh"
"Matthew Xia","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,0,0,0,0,5,0,0,0,0,0,"Massachusetts"
"Matilda Pro","Division 1","Women","Division 1 Women","Carleton Syzygy",0,0,0,0,0,6,0,0,0,0,0,"Carleton"
"Matias Lee","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,0,0,0,0,8,0,0,0,0,0,"Brown"
"Martha Plaehn","Division 1","Women","Division 1 Women","North Carolina Pleiades",0,0,0,0,0,7,0,0,0,0,0,"North Carolina"
"Mark Chow","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0,"Ottawa"
"Makena Johnson","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",0,0,0,0,0,5,0,0,0,0,0,"USCS"
"Maggie Walsh","Division 3","Women","Division 3 Women","St Olaf Vortex",11,6,1,4,0,5,2.2,1.2,0.2,0.8,0,"St Olaf"
"Maeve Magura Comey","Division 1","Women","Division 1 Women","Michigan Flywheel",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Madeline Fealy","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",0,0,0,0,0,5,0,0,0,0,0,"Lewis & Clark"
"Maddy Grassy","Division 1","Women","Division 1 Women","Washington Element",0,0,0,0,0,5,0,0,0,0,0,"Washington"
"Lyle Hahn","Division 3","Men","Division 3 Men","Whitman Sweets",8,1,5,2,0,6,1.333333333,0.166666667,0.833333333,0.333333333,0,"Whitman"
"Luke Surovec","Division 3","Men","Division 3 Men","Franciscan Fatal",1,0,1,0,0,6,0.166666667,0,0.166666667,0,0,"Franciscan"
"Luke Howey","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0,"Richmond"
"Luke Goeddeke","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0,"St Olaf"
"Luke Gochis","Division 1","Men","Division 1 Men","Penn State Spank",1,0,0,1,0,5,0.2,0,0,0.2,0,"Penn State"
"Lucy Wylie","Division 1","Women","Division 1 Women","Georgia Athena",0,0,0,0,0,5,0,0,0,0,0,"Georgia"
"Lucius Christie","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0,"Pittsburgh"
"Lucas Henry","Division 1","Men","Division 1 Men","Oregon State Beavers",1,0,1,0,0,5,0.2,0,0.2,0,0,"Oregon State"
"Luca Stuccio","Division 1","Men","Division 1 Men","Vermont Chill",0,0,0,0,0,5,0,0,0,0,0,"Vermont"
"Loren Griffin","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0,"St Olaf"
"Lily Terpstra","Division 1","Women","Division 1 Women","Utah Spiral Jetty",21,10,5,6,0,5,4.2,2,1,1.2,0,"Utah"
"Lily Snyder","Division 3","Women","Division 3 Women","Occidental WAC",11,8,1,2,0,6,1.833333333,1.333333333,0.166666667,0.333333333,0,"Occidental"
"Lily Matthews-Needelman","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0,"Macalester"
"Lillian Nelson","Division 1","Women","Division 1 Women","Western Washington Chaos",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"Western Washington"
"Lili Gudgel","Division 3","Women","Division 3 Women","Portland UPRoar",0,0,0,0,0,6,0,0,0,0,0,"Portland"
"Liam Gilpin","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0,"Richmond"
"Liam Atkins","Division 3","Men","Division 3 Men","Carleton CHOP",0,0,0,0,0,6,0,0,0,0,0,"Carleton"
"Leonardo Tapia","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0,"NC State"
"Leo Cogan-Drew","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Lemi Henderson","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0,"NC State"
"Lauren Moore","Division 1","Women","Division 1 Women","Michigan Flywheel",4,1,1,2,0,5,0.8,0.2,0.2,0.4,0,"Michigan"
"Laura Brodkey","Division 1","Women","Division 1 Women","Pennsylvania Venus",3,0,1,2,0,5,0.6,0,0.2,0.4,0,"Pennsylvania"
"Kylee Sipkema","Division 3","Women","Division 3 Women","Davenport Panthers",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"Davenport"
"Kyle Incollingo","Division 1","Men","Division 1 Men","Penn State Spank",6,1,2,3,0,5,1.2,0.2,0.4,0.6,0,"Penn State"
"Kyla Christie","Division 3","Women","Division 3 Women","Carleton Eclipse",20,7,10,3,0,6,3.333333333,1.166666667,1.666666667,0.5,0,"Carleton"
"Kofi Reeves-Miller","Division 1","Men","Division 1 Men","Georgia Jojah",3,1,1,1,0,5,0.6,0.2,0.2,0.2,0,"Georgia"
"kirah Clay","Division 3","Women","Division 3 Women","Davenport Panthers",3,0,1,2,0,5,0.6,0,0.2,0.4,0,"Davenport"
"Kira Romberg","Division 3","Women","Division 3 Women","Wellesley Whiptails",2,0,0,2,0,6,0.333333333,0,0,0.333333333,0,"Wellesley"
"Killian Reilly","Division 3","Men","Division 3 Men","Williams WUFO",0,0,0,0,0,6,0,0,0,0,0,"Williams"
"Kika Larrick","Division 1","Women","Division 1 Women","North Carolina Pleiades",1,1,0,0,0,7,0.142857143,0.142857143,0,0,0,"North Carolina"
"Kezha Neale-Sacks","Division 1","Women","Division 1 Women","California - San Diego D-Co",0,0,0,0,0,5,0,0,0,0,0,"UCSD"
"Kenji Her","Division 1","Men","Division 1 Men","Minnesota Grey Duck",2,0,1,1,0,5,0.4,0,0.2,0.2,0,"Minnesota"
"Kemble Rains","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0,"St Olaf"
"Kelvin Lei","Division 1","Men","Division 1 Men","Penn State Spank",0,0,0,0,0,5,0,0,0,0,0,"Penn State"
"Keller Fraley","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Keira Lanegraff","Division 1","Women","Division 1 Women","Oregon Fugue",2,1,0,1,0,6,0.333333333,0.166666667,0,0.166666667,0,"Oregon"
"Keagan Gustin","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0,"Oklahoma Christian"
"Kayla Harrison","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",1,0,1,0,0,6,0.166666667,0,0.166666667,0,0,"Wesleyan"
"Kathryn Lawrence","Division 1","Women","Division 1 Women","Utah Spiral Jetty",1,1,0,0,0,5,0.2,0.2,0,0,0,"Utah"
"Katelyn Osborne","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",20,3,6,11,0,5,4,0.6,1.2,2.2,0,"Lewis & Clark"
"Kate Philson","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",0,0,0,0,0,5,0,0,0,0,0,"Colorado State"
"Karthik Subbiah","Division 3","Men","Division 3 Men","Williams WUFO",7,5,2,0,0,6,1.166666667,0.833333333,0.333333333,0,0,"Williams"
"Kallie Hansel-Tennes","Division 1","Women","Division 1 Women","Oregon Fugue",0,0,0,0,0,6,0,0,0,0,0,"Oregon"
"Kaia Emery","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",3,1,0,2,0,5,0.6,0.2,0,0.4,0,"UCSB"
"Kaeden Ireland","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0,"Ottawa"
"Justine Martinez","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",7,1,1,5,0,5,1.4,0.2,0.2,1,0,"USCS"
"Julius Clyburn","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",1,1,0,0,0,5,0.2,0.2,0,0,0,"Pittsburgh"
"Julian Walston","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Jovan Strange","Division 1","Men","Division 1 Men","Vermont Chill",1,0,0,1,0,5,0.2,0,0,0.2,0,"Vermont"
"Joseph Thachet","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",2,0,0,2,0,7,0.285714286,0,0,0.285714286,0,"Cal Poly SLO"
"Jonathan Blake","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0,"Berry"
"Jonah Feinstein","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Oberlin"
"Jonah Carrero","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0,"Alabama-Huntsville"
"Johnny Russell","Division 3","Men","Division 3 Men","Claremont Braineaters",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Claremont"
"John Rickel","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0,"NC State"
"John Liaz","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0,"Oklahoma Christian"
"John Drury","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0,"Berry"
"Jillian Fischer","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"UCSB"
"Jessie Lew","Division 1","Women","Division 1 Women","Oregon Fugue",0,0,0,0,0,6,0,0,0,0,0,"Oregon"
"Jeremy Kaufman","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0,"Claremont"
"Jasper Priest","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Jason Gutstadt","Division 1","Men","Division 1 Men","Oregon EGO",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Oregon"
"Janey Hyde","Division 1","Women","Division 1 Women","Western Washington Chaos",0,0,0,0,0,5,0,0,0,0,0,"Western Washington"
"James Texter","Division 3","Men","Division 3 Men","Carleton CHOP",0,0,0,0,0,6,0,0,0,0,0,"Carleton"
"Jake Schmidt","Division 3","Men","Division 3 Men","St Olaf Berzerkers",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"St Olaf"
"Jake Magner","Division 3","Men","Division 3 Men","St Olaf Berzerkers",1,1,0,0,0,6,0.166666667,0.166666667,0,0,0,"St Olaf"
"Jaine Paradis","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",1,1,0,0,0,5,0.2,0.2,0,0,0,"SUNY Binghamton"
"Jae Lee","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",2,1,1,0,0,5,0.4,0.2,0.2,0,0,"Massachusetts"
"Jacob Leichter Wilson","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0,"Claremont"
"Jacob Green","Division 1","Men","Division 1 Men","NC State Alpha",1,1,0,0,0,6,0.166666667,0.166666667,0,0,0,"NC State"
"Jack Weinberg","Division 1","Men","Division 1 Men","Oregon State Beavers",0,0,0,0,0,5,0,0,0,0,0,"Oregon State"
"Jack Walters-Medaris","Division 1","Men","Division 1 Men","Minnesota Grey Duck",1,0,0,1,0,5,0.2,0,0,0.2,0,"Minnesota"
"Jack Waitz","Division 3","Men","Division 3 Men","Middlebury Pranksters",0,0,0,0,0,5,0,0,0,0,0,"Middlebury"
"Jack Stephenson","Division 1","Men","Division 1 Men","Georgia Jojah",0,0,0,0,0,5,0,0,0,0,0,"Georgia"
"Jack Sheehan","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0,"Claremont"
"Jack Hartingh","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0,"NC State"
"Issandro Trenard","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",1,1,0,0,0,6,0.166666667,0.166666667,0,0,0,"Oberlin"
"Isaac Degenholtz","Division 3","Men","Division 3 Men","Rochester Piggies",0,0,0,0,0,6,0,0,0,0,0,"Rochester"
"Ilah Mittelstaedt","Division 1","Women","Division 1 Women","Western Washington Chaos",0,0,0,0,0,5,0,0,0,0,0,"Western Washington"
"Ila Charendoff","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",0,0,0,0,0,6,0,0,0,0,0,"Haverford/Bryn"
"Huy Nguyen","Division 1","Men","Division 1 Men","Texas TUFF",0,0,0,0,0,5,0,0,0,0,0,"Texas"
"Hugh Finnigan","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Henry Nieckarz","Division 3","Men","Division 3 Men","Carleton CHOP",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Carleton"
"Henry Geffert","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0,"St Olaf"
"Helena Hess","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"USCS"
"Helen Sweeney","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",0,0,0,0,0,5,0,0,0,0,0,"UCSB"
"Hayden Naylor","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Gwen Murray","Division 1","Women","Division 1 Women","Western Washington Chaos",3,1,1,1,0,5,0.6,0.2,0.2,0.2,0,"Western Washington"
"Griffin Gee","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",0,0,0,0,0,5,0,0,0,0,0,"Massachusetts"
"Griffin Campion","Division 3","Men","Division 3 Men","Claremont Braineaters",0,0,0,0,0,6,0,0,0,0,0,"Claremont"
"Grant Goodale","Division 1","Men","Division 1 Men","Vermont Chill",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"Vermont"
"Gracie Bender","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0,"Macalester"
"Grace Valentine","Division 3","Women","Division 3 Women","Middlebury Pranksters",6,0,4,2,0,5,1.2,0,0.8,0.4,0,"Middlebury"
"George Lefkowicz","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Gavin May","Division 1","Men","Division 1 Men","Cal Ursa Major",0,0,0,0,0,5,0,0,0,0,0,"Cal"
"Garrett Bush","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",0,0,0,0,0,7,0,0,0,0,0,"Cal Poly SLO"
"Gage Cowan","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0,"Oklahoma Christian"
"Gabby Wang","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"UCSB"
"Frederick Huang","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Fletcher Hayden","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0,"Pittsburgh"
"Finn Sheehy","Division 3","Men","Division 3 Men","Bates Orange Whip",0,0,0,0,0,6,0,0,0,0,0,"Bates"
"Felix Feiger","Division 1","Men","Division 1 Men","Colorado Mambird",1,1,0,0,0,7,0.142857143,0.142857143,0,0,0,"Colorado"
"Feliks Ciesielski","Division 1","Men","Division 1 Men","NC State Alpha",0,0,0,0,0,6,0,0,0,0,0,"NC State"
"Evie Angevine","Division 3","Women","Division 3 Women","Colorado College Zenith",1,0,1,0,0,6,0.166666667,0,0.166666667,0,0,"Colorado College"
"Evan Ellis","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,0,0,0,0,5,0,0,0,0,0,"Minnesota"
"Ethan Burgess","Division 1","Men","Division 1 Men","Colorado Mambird",1,0,0,1,0,7,0.142857143,0,0,0.142857143,0,"Colorado"
"Eric Zhou","Division 3","Men","Division 3 Men","Williams WUFO",0,0,0,0,0,6,0,0,0,0,0,"Williams"
"Eno Little","Division 3","Men","Division 3 Men","Bates Orange Whip",0,0,0,0,0,6,0,0,0,0,0,"Bates"
"Ennio Ciambella","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",0,0,0,0,0,5,0,0,0,0,0,"Ottawa"
"Emmet Payette","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Emma Murray","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,0,0,0,6,0,0,0,0,0,"Macalester"
"Elspeth Howland","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",3,2,0,1,0,6,0.5,0.333333333,0,0.166666667,0,"Mount Holyoke"
"Else Gerber","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",21,3,9,9,0,6,3.5,0.5,1.5,1.5,0,"Macalester"
"Elsa Hoff","Division 3","Women","Division 3 Women","Colorado College Zenith",0,0,0,0,0,6,0,0,0,0,0,"Colorado College"
"Elliot Ylagan","Division 1","Men","Division 1 Men","Texas TUFF",0,0,0,0,0,5,0,0,0,0,0,"Texas"
"Ella Lietzau","Division 3","Women","Division 3 Women","Occidental WAC",7,1,2,4,0,6,1.166666667,0.166666667,0.333333333,0.666666667,0,"Occidental"
"Ella Boodell","Division 3","Women","Division 3 Women","Wellesley Whiptails",0,0,0,0,0,6,0,0,0,0,0,"Wellesley"
"Elise Francis","Division 1","Women","Division 1 Women","Utah Spiral Jetty",8,2,1,5,0,5,1.6,0.4,0.2,1,0,"Utah"
"Eliot Duncan","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0,"Pittsburgh"
"Elijah Danley","Division 1","Men","Division 1 Men","North Carolina Darkside",0,0,0,0,0,6,0,0,0,0,0,"North Carolina"
"Elias Gradinger","Division 3","Men","Division 3 Men","Claremont Braineaters",3,0,2,1,0,6,0.5,0,0.333333333,0.166666667,0,"Claremont"
"Eliana Joftus","Division 3","Women","Division 3 Women","Occidental WAC",0,0,0,0,0,6,0,0,0,0,0,"Occidental"
"Eli Donohue","Division 1","Women","Division 1 Women","Oregon Fugue",4,0,4,0,0,6,0.666666667,0,0.666666667,0,0,"Oregon"
"Eli Beech-Brown","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0,"Richmond"
"Eleni Kauffman","Division 1","Women","Division 1 Women","Tufts EWO",1,1,0,0,0,5,0.2,0.2,0,0,0,"Tufts"
"Elena Kamas","Division 1","Women","Division 1 Women","Stanford Superfly",0,0,0,0,0,7,0,0,0,0,0,"Stanford"
"Eden Bogale","Division 1","Women","Division 1 Women","Washington Element",1,1,0,0,0,5,0.2,0.2,0,0,0,"Washington"
"Ed Dowling","Division 3","Men","Division 3 Men","Carleton CHOP",2,0,2,0,0,6,0.333333333,0,0.333333333,0,0,"Carleton"
"Drew Wentworth","Division 1","Men","Division 1 Men","Georgia Jojah",2,1,0,1,0,5,0.4,0.2,0,0.2,0,"Georgia"
"Dexter Pakula","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Devan Hernandez","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,0,0,0,0,8,0,0,0,0,0,"Brown"
"Declan Murphy","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,0,0,0,0,5,0,0,0,0,0,"Pittsburgh"
"David Stamp","Division 3","Men","Division 3 Men","Franciscan Fatal",0,0,0,0,0,6,0,0,0,0,0,"Franciscan"
"David Bix","Division 1","Men","Division 1 Men","Washington University Contra",0,0,0,0,0,5,0,0,0,0,0,"Washington University"
"Daniel Williams","Division 1","Men","Division 1 Men","Colorado Mambird",3,0,3,0,0,7,0.428571429,0,0.428571429,0,0,"Colorado"
"Daniel Marlin","Division 1","Men","Division 1 Men","Michigan Magnum",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Daniel Kim","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0,"Alabama-Huntsville"
"Daniel Corbo","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",0,0,0,0,0,6,0,0,0,0,0,"Lewis & Clark"
"Daniel Brown","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,0,0,0,0,6,0,0,0,0,0,"St Olaf"
"Daniel Bauman","Division 1","Men","Division 1 Men","Colorado Mambird",1,0,1,0,0,7,0.142857143,0,0.142857143,0,0,"Colorado"
"Courtney Lawson","Division 3","Women","Division 3 Women","Union Jillz",10,1,4,5,0,6,1.666666667,0.166666667,0.666666667,0.833333333,0,"Union"
"Corey Sweet","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,0,0,0,0,5,0,0,0,0,0,"Alabama-Huntsville"
"Copelan Brown","Division 3","Men","Division 3 Men","Berry Bucks",0,0,0,0,0,6,0,0,0,0,0,"Berry"
"Colman Bashore","Division 3","Men","Division 3 Men","Middlebury Pranksters",5,1,3,1,0,5,1,0.2,0.6,0.2,0,"Middlebury"
"Collin Colegate","Division 3","Men","Division 3 Men","Davenport Panthers",1,0,0,1,0,6,0.166666667,0,0,0.166666667,0,"Davenport"
"Clay Haddock","Division 1","Men","Division 1 Men","Carleton CUT",0,0,0,0,0,5,0,0,0,0,0,"Carleton"
"Clara Bass","Division 3","Women","Division 3 Women","Middlebury Pranksters",1,0,1,0,0,5,0.2,0,0.2,0,0,"Middlebury"
"Claire Mollen","Division 1","Women","Division 1 Women","Michigan Flywheel",0,0,0,0,0,5,0,0,0,0,0,"Michigan"
"Cianna Burr","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",0,0,0,0,0,5,0,0,0,0,0,"SUNY Binghamton"
"Christopher O'Mara","Division 3","Men","Division 3 Men","Carleton CHOP",21,0,17,4,0,6,3.5,0,2.833333333,0.666666667,0,"Carleton"
"Christopher Elvin","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",0,0,0,0,0,6,0,0,0,0,0,"Richmond"
"Christian Johnson","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,0,0,0,5,0,0,0,0,0,"Oklahoma Christian"
